N,eta_j,cadence,p_det,beta,P_sys,mean_repairs,median_MTTR,p05_MTTR,p95_MTTR
12,0.800000,1,0.995000,1.300000,1.000000,0.030750,219.174135,115.341042,323.024454
12,0.800000,1,0.995000,1.500000,1.000000,0.012840,219.978719,116.501524,322.635281
12,0.800000,1,0.995000,2.000000,0.999990,0.001400,219.290107,128.727215,308.521055
12,0.800000,1,0.995000,2.500000,1.000000,0.000310,213.191054,119.471075,312.167054
12,0.800000,2,0.500000,1.000000,0.999250,0.112560,500.670840,157.341250,1721.362416
12,0.800000,2,0.500000,1.300000,0.999740,0.030440,498.530084,157.809008,1689.100024
12,0.800000,2,0.500000,1.500000,0.999850,0.012420,510.026060,158.128912,1806.537458
12,0.800000,2,0.500000,2.000000,1.000000,0.001530,529.640729,166.505455,1751.197707
12,0.800000,2,0.500000,2.500000,1.000000,0.000210,479.757388,178.815022,1429.263459
12,0.800000,2,0.700000,1.000000,0.999480,0.111370,394.113144,145.075608,1119.229215
12,0.800000,2,0.700000,1.300000,0.999800,0.030290,378.054201,143.493135,1063.051117
12,0.800000,2,0.700000,1.500000,0.999950,0.012410,388.693015,150.901424,1074.588733
12,0.800000,2,0.700000,2.000000,0.999990,0.001630,415.059204,151.165995,1209.706499
12,0.800000,2,0.700000,2.500000,1.000000,0.000170,439.207752,158.617899,978.812569
12,0.800000,2,0.800000,1.000000,0.999590,0.111240,353.712340,138.150007,847.835180
12,0.800000,2,0.800000,1.300000,0.999860,0.029950,354.567124,138.303495,814.827032
12,0.800000,2,0.800000,1.500000,0.999880,0.013020,358.323094,138.104045,820.261246
12,0.800000,2,0.800000,2.000000,0.999990,0.001450,388.006757,149.018278,814.912204
12,0.800000,2,0.800000,2.500000,1.000000,0.000170,489.952534,162.838418,905.916416
12,0.800000,2,0.900000,1.000000,0.999590,0.112880,329.397240,135.873586,699.289323
12,0.800000,2,0.900000,1.300000,0.999870,0.028940,324.326376,141.042727,687.663696
12,0.800000,2,0.900000,1.500000,0.999960,0.012550,335.346021,136.176391,720.861937
12,0.800000,2,0.900000,2.000000,1.000000,0.001310,318.346446,123.744880,531.446536
12,0.800000,2,0.900000,2.500000,1.000000,0.000150,344.694825,187.224241,491.092005
12,0.800000,2,0.950000,1.000000,0.999670,0.111980,315.680462,134.555122,531.186734
12,0.800000,2,0.950000,1.300000,0.999930,0.028860,322.873234,130.357005,556.371514
12,0.800000,2,0.950000,1.500000,0.999960,0.012650,333.567778,137.415219,624.673041
12,0.800000,2,0.950000,2.000000,1.000000,0.001530,323.815357,148.793697,519.689286
12,0.800000,2,0.950000,2.500000,1.000000,0.000320,379.891297,150.447271,669.190806
12,0.800000,2,0.990000,1.000000,0.999670,0.114670,310.181971,131.259757,490.449560
12,0.800000,2,0.990000,1.300000,0.999960,0.029500,312.008137,133.451157,494.597909
12,0.800000,2,0.990000,1.500000,0.999950,0.012340,309.854209,130.354085,492.436909
12,0.800000,2,0.990000,2.000000,1.000000,0.001850,304.232866,136.967968,487.874380
12,0.800000,2,0.990000,2.500000,1.000000,0.000120,346.314111,205.692999,439.746438
12,0.800000,2,0.995000,1.000000,0.999720,0.111790,306.008653,131.592462,487.205625
12,0.800000,2,0.995000,1.300000,0.999900,0.030050,308.659141,132.309222,489.933226
12,0.800000,2,0.995000,1.500000,0.999960,0.012530,316.895532,133.512016,491.064299
12,0.800000,2,0.995000,2.000000,0.999980,0.001360,312.512176,130.378329,482.327700
12,0.800000,2,0.995000,2.500000,1.000000,0.000190,249.846606,139.992713,414.594041
12,0.800000,5,0.500000,1.000000,0.998020,0.110560,1051.282253,213.885000,4249.287169
12,0.800000,5,0.500000,1.300000,0.999320,0.028470,1035.373450,216.850138,4065.797646
12,0.800000,5,0.500000,1.500000,0.999690,0.012470,1023.499152,225.477667,4007.483902
12,0.800000,5,0.500000,2.000000,0.999990,0.001370,1381.498447,321.871786,4235.977882
12,0.800000,5,0.500000,2.500000,1.000000,0.000220,890.290275,205.148782,2933.512438
12,0.800000,5,0.700000,1.000000,0.998550,0.109260,785.512931,184.593191,2531.623258
12,0.800000,5,0.700000,1.300000,0.999540,0.029690,775.423899,192.704910,2441.754605
12,0.800000,5,0.700000,1.500000,0.999790,0.012080,769.698038,180.440114,2386.406634
12,0.800000,5,0.700000,2.000000,0.999970,0.001430,680.266437,197.887667,2728.935979
12,0.800000,5,0.700000,2.500000,1.000000,0.000100,840.552025,430.937108,1641.077417
12,0.800000,5,0.800000,1.000000,0.998710,0.110770,699.078477,180.631460,1906.248950
12,0.800000,5,0.800000,1.300000,0.999560,0.029580,708.055572,185.451651,1936.477186
12,0.800000,5,0.800000,1.500000,0.999830,0.012740,708.340881,190.462079,1911.661448
12,0.800000,5,0.800000,2.000000,0.999960,0.001320,639.654312,185.094547,1838.825205
12,0.800000,5,0.800000,2.500000,1.000000,0.000200,853.769945,170.916895,1984.304968
12,0.800000,5,0.900000,1.000000,0.999050,0.109920,643.218860,173.853811,1544.948004
12,0.800000,5,0.900000,1.300000,0.999590,0.030310,628.975291,186.431471,1611.204168
12,0.800000,5,0.900000,1.500000,0.999870,0.012680,652.276230,160.278981,1521.049304
12,0.800000,5,0.900000,2.000000,0.999990,0.001590,626.868728,225.543299,1320.798481
12,0.800000,5,0.900000,2.500000,1.000000,0.000140,737.925456,328.072733,1106.663984
12,0.800000,5,0.950000,1.000000,0.999210,0.111970,610.277408,171.119710,1079.050203
12,0.800000,5,0.950000,1.300000,0.999640,0.029390,607.653956,172.903976,1154.950196
12,0.800000,5,0.950000,1.500000,0.999880,0.012430,614.242434,181.448509,1065.179128
12,0.800000,5,0.950000,2.000000,0.999950,0.001550,565.535136,156.958005,1162.062695
12,0.800000,5,0.950000,2.500000,0.999970,0.000150,844.057249,252.849527,1919.935199
12,0.800000,5,0.990000,1.000000,0.999110,0.114130,590.253704,171.560760,1012.013642
12,0.800000,5,0.990000,1.300000,0.999680,0.030310,600.112582,160.527875,1017.272066
12,0.800000,5,0.990000,1.500000,0.999940,0.012140,597.929324,172.196181,1013.238585
12,0.800000,5,0.990000,2.000000,0.999990,0.001630,562.485784,172.163668,1009.899091
12,0.800000,5,0.990000,2.500000,1.000000,0.000220,663.426230,175.151216,1026.662387
12,0.800000,5,0.995000,1.000000,0.999240,0.112030,587.890690,172.533890,1009.590938
12,0.800000,5,0.995000,1.300000,0.999830,0.029330,584.866076,169.797749,1009.816593
12,0.800000,5,0.995000,1.500000,0.999890,0.013290,578.787007,171.630680,1013.320737
12,0.800000,5,0.995000,2.000000,0.999980,0.001640,576.161838,175.223747,1014.823870
12,0.800000,5,0.995000,2.500000,1.000000,0.000220,703.514161,186.770957,1030.004190
12,0.800000,10,0.500000,1.000000,0.996310,0.109030,1933.752849,309.753812,8088.769466
12,0.800000,10,0.500000,1.300000,0.998750,0.029890,1932.777473,291.503426,7983.962411
12,0.800000,10,0.500000,1.500000,0.999370,0.011720,1851.905079,313.354325,7860.820901
12,0.800000,10,0.500000,2.000000,0.999960,0.001540,1739.154572,312.904136,7112.408747
12,0.800000,10,0.500000,2.500000,0.999990,0.000100,1064.368386,313.930054,9926.697879
12,0.800000,10,0.700000,1.000000,0.997940,0.111270,1423.587583,249.992536,4872.628477
12,0.800000,10,0.700000,1.300000,0.999350,0.029120,1392.436549,264.222316,4600.496224
12,0.800000,10,0.700000,1.500000,0.999650,0.012200,1425.492376,239.654953,5310.547469
12,0.800000,10,0.700000,2.000000,0.999950,0.001240,1628.178729,230.808028,5268.425120
12,0.800000,10,0.700000,2.500000,0.999980,0.000160,1244.034969,460.099927,4295.137992
12,0.800000,10,0.800000,1.000000,0.998280,0.110720,1267.086311,238.603767,3659.010343
12,0.800000,10,0.800000,1.300000,0.999510,0.029700,1215.825224,224.414640,3662.038108
12,0.800000,10,0.800000,1.500000,0.999730,0.012760,1314.471295,223.750072,3642.157768
12,0.800000,10,0.800000,2.000000,0.999950,0.001430,1258.259947,196.243801,3166.676484
12,0.800000,10,0.800000,2.500000,1.000000,0.000200,1678.196178,336.408513,3546.666512
12,0.800000,10,0.900000,1.000000,0.998870,0.111020,1137.852716,228.807441,2935.873980
12,0.800000,10,0.900000,1.300000,0.999600,0.028640,1122.326757,220.328120,2932.249673
12,0.800000,10,0.900000,1.500000,0.999830,0.013120,1142.628495,226.002984,2732.642294
12,0.800000,10,0.900000,2.000000,0.999960,0.001720,1092.423638,216.310573,3038.825119
12,0.800000,10,0.900000,2.500000,0.999990,0.000130,1565.587626,466.097832,2868.850504
12,0.800000,10,0.950000,1.000000,0.999080,0.110960,1083.987841,218.026336,1992.338881
12,0.800000,10,0.950000,1.300000,0.999640,0.029480,1088.622737,222.949805,1976.730356
12,0.800000,10,0.950000,1.500000,0.999800,0.012480,1048.114818,213.219331,1960.814683
12,0.800000,10,0.950000,2.000000,0.999990,0.001800,1082.753326,248.593928,1927.519766
12,0.800000,10,0.950000,2.500000,0.999990,0.000190,1417.369447,195.149785,2087.696277
12,0.800000,10,0.990000,1.000000,0.999190,0.109770,1045.801831,216.292853,1897.484974
12,0.800000,10,0.990000,1.300000,0.999800,0.030180,1042.662932,212.806058,1890.502943
12,0.800000,10,0.990000,1.500000,0.999930,0.012460,1076.858404,228.582392,1890.122587
12,0.800000,10,0.990000,2.000000,1.000000,0.001380,946.085404,190.040468,1896.828889
12,0.800000,10,0.990000,2.500000,1.000000,0.000200,1055.372128,271.392764,1864.096487
12,0.800000,10,0.995000,1.000000,0.999400,0.110640,1066.098843,212.966258,1894.812399
12,0.800000,10,0.995000,1.300000,0.999740,0.029840,1067.109710,220.689605,1908.709914
12,0.800000,10,0.995000,1.500000,0.999870,0.012490,1061.373633,243.552981,1894.596232
12,0.800000,10,0.995000,2.000000,0.999970,0.001360,977.234210,248.417652,1840.383812
12,0.800000,10,0.995000,2.500000,1.000000,0.000150,1353.675103,225.745450,1818.888472
12,0.850000,1,0.500000,1.000000,0.999770,0.085790,322.198884,135.266803,927.045313
12,0.850000,1,0.500000,1.300000,0.999940,0.021740,313.628110,132.207189,995.222065
12,0.850000,1,0.500000,1.500000,0.999980,0.008410,321.783662,143.673423,988.728199
12,0.850000,1,0.500000,2.000000,1.000000,0.000930,332.137312,156.071385,851.323310
12,0.850000,1,0.500000,2.500000,1.000000,0.000100,425.202334,165.680695,858.844074
12,0.850000,1,0.700000,1.000000,0.999910,0.087180,254.337667,119.635668,604.837212
12,0.850000,1,0.700000,1.300000,0.999980,0.021920,254.429584,125.365356,612.247303
12,0.850000,1,0.700000,1.500000,0.999990,0.008250,252.216466,121.376604,618.629815
12,0.850000,1,0.700000,2.000000,1.000000,0.001180,229.839868,124.970668,470.853012
12,0.850000,1,0.700000,2.500000,1.000000,0.000050,222.228386,154.714469,305.026299
12,0.850000,1,0.800000,1.000000,0.999920,0.088520,238.085344,117.518126,492.399406
12,0.850000,1,0.800000,1.300000,0.999980,0.021380,241.699690,120.957504,497.848567
12,0.850000,1,0.800000,1.500000,0.999990,0.008540,241.933092,116.273900,515.358653
12,0.850000,1,0.800000,2.000000,0.999990,0.001070,264.707367,135.277742,475.665986
12,0.850000,1,0.800000,2.500000,1.000000,0.000070,308.975968,172.364552,457.164478
12,0.850000,1,0.900000,1.000000,0.999980,0.085640,226.047045,114.116219,416.836520
12,0.850000,1,0.900000,1.300000,1.000000,0.021440,228.089138,115.549146,394.673549
12,0.850000,1,0.900000,1.500000,0.999990,0.008780,227.459558,121.718974,390.182027
12,0.850000,1,0.900000,2.000000,1.000000,0.001060,241.035670,125.672606,405.898705
12,0.850000,1,0.900000,2.500000,1.000000,0.000030,229.895743,193.886326,261.415979
12,0.850000,1,0.950000,1.000000,0.999990,0.087470,220.831280,113.043029,339.995533
12,0.850000,1,0.950000,1.300000,0.999990,0.022480,219.854941,118.707860,340.500716
12,0.850000,1,0.950000,1.500000,0.999990,0.008580,220.182377,111.021249,340.355945
12,0.850000,1,0.950000,2.000000,1.000000,0.000950,214.643344,117.379044,318.845014
12,0.850000,1,0.950000,2.500000,1.000000,0.000030,209.871193,107.971437,316.611848
12,0.850000,1,0.990000,1.000000,0.999980,0.086670,218.376546,111.853513,323.786914
12,0.850000,1,0.990000,1.300000,1.000000,0.021300,215.596575,110.149179,323.725195
12,0.850000,1,0.990000,1.500000,1.000000,0.008650,213.870644,117.073846,319.737899
12,0.850000,1,0.990000,2.000000,1.000000,0.000930,233.018358,126.688224,319.634343
12,0.850000,1,0.990000,2.500000,1.000000,0.000080,216.536775,174.643911,282.105763
12,0.850000,1,0.995000,1.000000,0.999980,0.086620,214.609707,111.380984,318.082404
12,0.850000,1,0.995000,1.300000,1.000000,0.020770,218.959003,118.666619,320.893267
12,0.850000,1,0.995000,1.500000,1.000000,0.009170,215.789812,118.991585,321.558475
12,0.850000,1,0.995000,2.000000,1.000000,0.000940,221.694077,115.419198,316.403974
12,0.850000,1,0.995000,2.500000,1.000000,0.000120,223.913161,170.593913,286.844652
12,0.850000,2,0.500000,1.000000,0.999280,0.086260,498.057950,159.080629,1704.960785
12,0.850000,2,0.500000,1.300000,0.999830,0.021190,493.844603,162.281605,1696.770180
12,0.850000,2,0.500000,1.500000,0.999930,0.009050,515.929757,153.997041,1640.804216
12,0.850000,2,0.500000,2.000000,0.999980,0.000950,632.595865,147.195163,1929.155915
12,0.850000,2,0.500000,2.500000,1.000000,0.000090,487.057362,178.879670,1369.100284
12,0.850000,2,0.700000,1.000000,0.999670,0.084090,387.525855,143.728101,1082.216432
12,0.850000,2,0.700000,1.300000,0.999940,0.022000,386.183457,144.324742,1101.291164
12,0.850000,2,0.700000,1.500000,0.999960,0.008530,381.569590,141.105895,1148.376477
12,0.850000,2,0.700000,2.000000,0.999990,0.000960,419.971857,142.652726,1158.384994
12,0.850000,2,0.700000,2.500000,1.000000,0.000150,369.379225,136.769028,1234.355038
12,0.850000,2,0.800000,1.000000,0.999650,0.086640,354.247242,137.853977,840.107831
12,0.850000,2,0.800000,1.300000,0.999950,0.022420,345.154739,141.956208,820.096473
12,0.850000,2,0.800000,1.500000,0.999960,0.008900,349.948178,140.208802,832.635381
12,0.850000,2,0.800000,2.000000,1.000000,0.000960,351.846652,176.077192,848.304327
12,0.850000,2,0.800000,2.500000,1.000000,0.000090,352.350808,203.009502,1042.889248
12,0.850000,2,0.900000,1.000000,0.999820,0.087160,328.521891,137.053520,699.808562
12,0.850000,2,0.900000,1.300000,0.999910,0.020550,332.035914,140.283964,725.930093
12,0.850000,2,0.900000,1.500000,0.999980,0.008820,334.451766,131.413052,706.550314
12,0.850000,2,0.900000,2.000000,1.000000,0.000820,339.944750,178.727421,624.369861
12,0.850000,2,0.900000,2.500000,1.000000,0.000090,260.040577,133.845674,800.221011
12,0.850000,2,0.950000,1.000000,0.999740,0.087820,316.192185,133.854903,525.687261
12,0.850000,2,0.950000,1.300000,0.999920,0.021330,316.529162,133.756719,531.167899
12,0.850000,2,0.950000,1.500000,0.999990,0.008490,314.764012,137.265908,535.835691
12,0.850000,2,0.950000,2.000000,1.000000,0.000890,325.218377,122.947871,515.373053
12,0.850000,2,0.950000,2.500000,1.000000,0.000100,347.445820,218.410040,662.061136
12,0.850000,2,0.990000,1.000000,0.999780,0.086420,311.389358,131.890517,490.791381
12,0.850000,2,0.990000,1.300000,0.999910,0.022450,307.468880,129.154796,483.816116
12,0.850000,2,0.990000,1.500000,0.999970,0.009030,313.920779,139.122197,494.403559
12,0.850000,2,0.990000,2.000000,1.000000,0.001010,295.977763,150.198824,468.641545
12,0.850000,2,0.990000,2.500000,1.000000,0.000120,334.038564,152.824545,416.337042
12,0.850000,2,0.995000,1.000000,0.999770,0.086780,308.628027,130.866163,489.404975
12,0.850000,2,0.995000,1.300000,0.999940,0.021640,314.191416,133.112493,486.273910
12,0.850000,2,0.995000,1.500000,0.999990,0.008430,306.298775,140.025112,482.909243
12,0.850000,2,0.995000,2.000000,0.999990,0.000870,302.692204,144.554043,487.119134
12,0.850000,2,0.995000,2.500000,1.000000,0.000080,256.768607,145.617399,356.900215
12,0.850000,5,0.500000,1.000000,0.998250,0.086560,1021.403523,206.789003,3986.585495
12,0.850000,5,0.500000,1.300000,0.999480,0.021190,1052.390138,215.003168,4022.733538
12,0.850000,5,0.500000,1.500000,0.999730,0.008710,1044.672470,206.388803,4063.968523
12,0.850000,5,0.500000,2.000000,0.999990,0.000930,1019.493946,236.842105,3442.302247
12,0.850000,5,0.500000,2.500000,1.000000,0.000080,985.882906,551.568545,3006.554536
12,0.850000,5,0.700000,1.000000,0.998880,0.084160,777.982098,188.005684,2606.366750
12,0.850000,5,0.700000,1.300000,0.999640,0.020830,752.082977,192.978171,2473.530550
12,0.850000,5,0.700000,1.500000,0.999870,0.008760,754.794137,187.478323,2497.278835
12,0.850000,5,0.700000,2.000000,0.999960,0.000990,798.813686,206.376933,2532.337636
12,0.850000,5,0.700000,2.500000,0.999990,0.000150,668.502473,166.998052,2100.427410
12,0.850000,5,0.800000,1.000000,0.999180,0.086330,706.193961,183.072827,1924.842795
12,0.850000,5,0.800000,1.300000,0.999740,0.021390,707.483103,189.115899,1918.026182
12,0.850000,5,0.800000,1.500000,0.999920,0.008430,689.375708,175.426030,1877.012443
12,0.850000,5,0.800000,2.000000,0.999990,0.000910,737.136461,213.915430,1848.001454
12,0.850000,5,0.800000,2.500000,1.000000,0.000100,479.850398,188.956259,1534.051242
12,0.850000,5,0.900000,1.000000,0.999140,0.085690,632.983927,175.321301,1569.490080
12,0.850000,5,0.900000,1.300000,0.999800,0.021540,637.499577,177.783273,1567.381977
12,0.850000,5,0.900000,1.500000,0.999880,0.009310,628.270365,160.934179,1489.413493
12,0.850000,5,0.900000,2.000000,0.999990,0.000880,632.958702,159.323899,1636.282699
12,0.850000,5,0.900000,2.500000,1.000000,0.000140,716.899177,196.886163,1284.126544
12,0.850000,5,0.950000,1.000000,0.999420,0.084270,611.177737,171.278350,1090.987851
12,0.850000,5,0.950000,1.300000,0.999800,0.020710,602.708760,174.340880,1202.163452
12,0.850000,5,0.950000,1.500000,0.999920,0.009090,629.060185,170.249956,1052.507295
12,0.850000,5,0.950000,2.000000,1.000000,0.001040,550.938348,177.642962,1299.212882
12,0.850000,5,0.950000,2.500000,1.000000,0.000090,473.348019,278.630112,830.577424
12,0.850000,5,0.990000,1.000000,0.999440,0.085610,591.128188,170.382413,1011.541985
12,0.850000,5,0.990000,1.300000,0.999860,0.021690,600.837408,182.933472,1012.736220
12,0.850000,5,0.990000,1.500000,0.999870,0.008620,598.766761,175.432739,1031.128242
12,0.850000,5,0.990000,2.000000,0.999970,0.000890,551.318345,117.343335,974.671645
12,0.850000,5,0.990000,2.500000,1.000000,0.000150,724.549400,279.519903,980.058140
12,0.850000,5,0.995000,1.000000,0.999440,0.087150,588.699841,171.869281,1009.893855
12,0.850000,5,0.995000,1.300000,0.999740,0.021600,587.988284,171.988966,1003.690880
12,0.850000,5,0.995000,1.500000,0.999900,0.008830,608.904984,178.767400,1022.686390
12,0.850000,5,0.995000,2.000000,0.999990,0.001020,533.094246,181.486600,1020.772719
12,0.850000,5,0.995000,2.500000,1.000000,0.000100,565.941010,249.525469,936.488412
12,0.850000,10,0.500000,1.000000,0.997230,0.084980,1997.053751,319.233167,7740.814087
12,0.850000,10,0.500000,1.300000,0.999130,0.020860,1850.888009,282.388287,7407.549211
12,0.850000,10,0.500000,1.500000,0.999620,0.007820,1836.852986,301.569949,7412.044377
12,0.850000,10,0.500000,2.000000,0.999950,0.000920,1859.973654,286.061399,7579.598706
